,person_age,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
303,24.0,71718.0,2,RENT,21500.0,MEDICAL,16.89,3.0,620,No,0
304,24.0,84999.0,0,RENT,21500.0,HOMEIMPROVEMENT,9.99,3.0,701,No,701
305,25.0,73404.0,4,RENT,21450.0,EDUCATION,7.29,4.0,671,No,0
306,22.0,38473.0,0,RENT,21250.0,DEBTCONSOLIDATION,12.42,3.0,599,No,0
307,25.0,57546.0,3,RENT,21250.0,VENTURE,10.99,2.0,610,No,0
308,25.0,62422.0,4,RENT,21250.0,VENTURE,6.91,2.0,588,No,0
309,22.0,23993.0,1,MORTGAGE,5000.0,DEBTCONSOLIDATION,14.17,2.0,691,No,0
310,22.0,64732.0,0,RENT,21250.0,MEDICAL,10.25,3.0,645,No,0
311,26.0,23955.0,2,OWN,9250.0,EDUCATION,11.01,2.0,618,No,0
312,24.0,68154.0,2,RENT,21250.0,VENTURE,15.95,3.0,672,No,0
313,24.0,79138.0,2,RENT,21250.0,EDUCATION,15.95,4.0,650,No,0
314,21.0,42536.0,0,RENT,21000.0,VENTURE,12.53,4.0,687,No,0
315,22.0,23888.0,0,MORTGAGE,1400.0,HOMEIMPROVEMENT,14.91,4.0,535,No,0
316,23.0,24013.0,0,MORTGAGE,3000.0,MEDICAL,11.01,4.0,604,No,0
317,26.0,48929.0,6,RENT,21000.0,MEDICAL,6.54,4.0,601,No,0
318,26.0,51379.0,5,RENT,21000.0,MEDICAL,17.26,4.0,666,No,0
319,23.0,76364.0,0,RENT,21000.0,MEDICAL,11.36,2.0,645,No,0
320,26.0,24297.0,3,MORTGAGE,4000.0,VENTURE,7.51,4.0,678,No,0
321,22.0,71599.0,0,RENT,21000.0,PERSONAL,10.71,3.0,644,No,0
322,26.0,79163.0,3,RENT,21000.0,DEBTCONSOLIDATION,14.09,3.0,627,No,0
323,22.0,23973.0,0,MORTGAGE,5000.0,MEDICAL,15.33,3.0,571,No,0
324,25.0,75181.0,4,RENT,21000.0,MEDICAL,16.32,4.0,546,No,0
325,26.0,98366.0,4,RENT,21000.0,EDUCATION,16.95,3.0,702,No,702
326,25.0,120885.0,4,RENT,21000.0,PERSONAL,16.49,3.0,637,No,0
327,26.0,24183.0,5,OTHER,7500.0,PERSONAL,11.97,2.0,621,No,0
328,21.0,23664.0,1,MORTGAGE,6250.0,DEBTCONSOLIDATION,6.17,3.0,637,No,0
329,21.0,24468.0,0,MORTGAGE,15000.0,EDUCATION,9.64,2.0,548,No,0
330,26.0,61015.0,2,RENT,20500.0,VENTURE,7.49,3.0,676,No,0
331,23.0,65613.0,0,RENT,20375.0,PERSONAL,7.49,2.0,518,No,0
332,26.0,32325.0,4,RENT,20050.0,EDUCATION,9.76,2.0,652,No,0
333,24.0,40881.0,0,RENT,20000.0,DEBTCONSOLIDATION,10.99,3.0,600,No,0
334,24.0,43287.0,0,RENT,20000.0,MEDICAL,12.53,4.0,600,No,0
335,25.0,46375.0,2,RENT,20000.0,MEDICAL,14.59,4.0,654,No,0
336,23.0,39416.0,0,RENT,20000.0,DEBTCONSOLIDATION,12.61,4.0,593,No,0
337,25.0,46636.0,2,RENT,20000.0,MEDICAL,13.11,2.0,614,No,0
338,25.0,47473.0,3,RENT,20000.0,PERSONAL,11.22,4.0,633,No,0
339,23.0,40632.0,0,RENT,20000.0,EDUCATION,16.0,2.0,649,No,0
340,25.0,41468.0,2,RENT,20000.0,HOMEIMPROVEMENT,8.88,4.0,591,No,0
341,24.0,48897.0,2,RENT,20000.0,PERSONAL,12.53,3.0,656,No,0
342,21.0,44226.0,0,RENT,20000.0,MEDICAL,11.01,2.0,637,No,0
343,25.0,51210.0,4,RENT,20000.0,EDUCATION,13.47,4.0,645,No,0
344,22.0,51305.0,1,RENT,20000.0,VENTURE,6.99,4.0,602,No,0
345,22.0,45716.0,0,RENT,20000.0,DEBTCONSOLIDATION,16.69,3.0,447,No,0
346,25.0,46683.0,3,RENT,20000.0,MEDICAL,11.11,4.0,636,No,0
347,22.0,54870.0,0,RENT,20000.0,EDUCATION,7.9,4.0,631,No,0
348,23.0,55291.0,3,RENT,20000.0,PERSONAL,10.25,2.0,632,No,0
349,24.0,54919.0,4,RENT,20000.0,MEDICAL,11.01,2.0,670,No,0
350,22.0,54899.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.92,3.0,650,No,0
351,24.0,47903.0,0,RENT,20000.0,MEDICAL,14.74,2.0,665,No,0
352,24.0,56744.0,0,RENT,20000.0,EDUCATION,10.62,2.0,582,No,0
353,22.0,58440.0,0,RENT,20000.0,VENTURE,10.65,3.0,656,No,0
354,22.0,51628.0,0,RENT,20000.0,PERSONAL,12.99,3.0,635,No,0
355,22.0,58859.0,1,RENT,20000.0,VENTURE,11.36,4.0,672,No,0
356,23.0,60235.0,4,RENT,20000.0,EDUCATION,6.54,4.0,615,No,0
357,25.0,61114.0,1,RENT,20000.0,DEBTCONSOLIDATION,7.49,3.0,639,No,0
358,25.0,60990.0,1,RENT,20000.0,EDUCATION,13.43,2.0,691,No,0
359,22.0,61072.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.22,2.0,681,No,0
360,22.0,53980.0,0,RENT,20000.0,EDUCATION,15.68,4.0,688,No,0
361,24.0,61918.0,2,RENT,20000.0,MEDICAL,11.01,3.0,672,No,0
362,25.0,62299.0,3,RENT,20000.0,HOMEIMPROVEMENT,11.48,3.0,680,No,0
363,24.0,62192.0,3,RENT,20000.0,VENTURE,10.38,3.0,640,No,0
364,22.0,62045.0,0,RENT,20000.0,EDUCATION,12.53,3.0,629,No,0
365,22.0,62350.0,1,RENT,20000.0,EDUCATION,13.47,2.0,677,No,0
366,24.0,62508.0,0,RENT,20000.0,VENTURE,12.21,4.0,571,No,0
367,25.0,63607.0,2,RENT,20000.0,VENTURE,10.99,3.0,647,No,0
368,25.0,63921.0,3,RENT,20000.0,EDUCATION,11.36,4.0,568,No,0
369,22.0,56273.0,0,RENT,20000.0,DEBTCONSOLIDATION,16.0,4.0,700,No,0
370,24.0,63481.0,3,RENT,20000.0,EDUCATION,15.65,2.0,633,No,0
371,25.0,56451.0,0,RENT,20000.0,DEBTCONSOLIDATION,11.78,2.0,646,No,0
372,24.0,63897.0,0,RENT,20000.0,HOMEIMPROVEMENT,11.01,3.0,614,No,0
373,22.0,57193.0,0,RENT,20000.0,MEDICAL,16.77,3.0,532,No,0
374,22.0,65874.0,0,RENT,20000.0,EDUCATION,9.91,4.0,617,No,0
375,23.0,58705.0,3,RENT,20000.0,MEDICAL,15.65,4.0,603,No,0
376,23.0,58236.0,2,RENT,20000.0,MEDICAL,14.96,3.0,588,No,0
377,23.0,65738.0,0,RENT,20000.0,VENTURE,11.83,4.0,668,No,0
378,24.0,59765.0,2,RENT,20000.0,MEDICAL,11.66,4.0,643,No,0
379,26.0,67019.0,2,RENT,20000.0,EDUCATION,12.18,4.0,639,No,0
380,24.0,67265.0,2,RENT,20000.0,HOMEIMPROVEMENT,6.91,2.0,525,No,0
381,25.0,66906.0,3,RENT,20000.0,DEBTCONSOLIDATION,6.91,3.0,666,No,0
382,26.0,59603.0,7,RENT,20000.0,HOMEIMPROVEMENT,19.79,3.0,642,No,0
383,25.0,67174.0,2,RENT,20000.0,VENTURE,9.88,4.0,646,No,0
384,23.0,66844.0,0,RENT,20000.0,DEBTCONSOLIDATION,12.53,2.0,655,No,0
385,25.0,67482.0,6,RENT,20000.0,VENTURE,11.01,4.0,682,No,0
386,23.0,69387.0,2,RENT,20000.0,EDUCATION,16.89,2.0,600,No,0
387,22.0,62379.0,0,RENT,20000.0,PERSONAL,17.49,4.0,641,No,0
388,22.0,70529.0,1,RENT,20000.0,DEBTCONSOLIDATION,13.11,2.0,593,No,0
389,23.0,71255.0,2,RENT,20000.0,DEBTCONSOLIDATION,7.66,3.0,654,No,0
390,26.0,71761.0,3,RENT,20000.0,MEDICAL,6.17,3.0,665,No,0
391,26.0,64550.0,8,RENT,20000.0,PERSONAL,16.35,4.0,649,No,0
392,23.0,72969.0,1,RENT,20000.0,MEDICAL,7.9,2.0,579,No,0
393,24.0,66060.0,4,RENT,20000.0,VENTURE,16.49,2.0,671,No,0
394,24.0,72762.0,6,RENT,20000.0,PERSONAL,10.99,2.0,677,No,0
395,25.0,65742.0,1,RENT,20000.0,PERSONAL,8.88,3.0,592,No,0
396,24.0,73352.0,1,RENT,20000.0,VENTURE,11.01,4.0,583,No,0
397,23.0,65733.0,0,RENT,20000.0,DEBTCONSOLIDATION,14.84,3.0,592,No,0
398,23.0,65802.0,3,RENT,20000.0,PERSONAL,11.12,2.0,628,No,0
399,22.0,72562.0,1,RENT,20000.0,EDUCATION,7.88,3.0,567,No,0
400,25.0,73028.0,1,RENT,20000.0,EDUCATION,11.01,2.0,654,No,0
401,25.0,73266.0,1,RENT,20000.0,EDUCATION,11.01,3.0,658,No,0
402,25.0,65555.0,1,RENT,20000.0,PERSONAL,15.65,3.0,667,No,0
403,24.0,65678.0,4,RENT,20000.0,PERSONAL,17.04,3.0,602,No,0
404,23.0,73286.0,3,RENT,20000.0,EDUCATION,12.21,2.0,687,No,0
405,25.0,65967.0,6,RENT,20000.0,DEBTCONSOLIDATION,14.11,4.0,662,No,0
406,24.0,73202.0,1,RENT,20000.0,PERSONAL,11.14,2.0,536,No,0
407,24.0,73058.0,3,RENT,20000.0,PERSONAL,13.87,4.0,647,No,0
408,26.0,72650.0,3,RENT,20000.0,HOMEIMPROVEMENT,10.08,4.0,606,No,0
409,23.0,66301.0,2,RENT,20000.0,PERSONAL,16.7,4.0,645,No,0
410,24.0,66951.0,2,RENT,20000.0,VENTURE,18.64,2.0,632,No,0
411,24.0,73899.0,0,RENT,20000.0,HOMEIMPROVEMENT,12.18,4.0,634,No,0
412,25.0,75578.0,2,RENT,20000.0,MEDICAL,6.54,3.0,574,No,0
413,24.0,68349.0,3,RENT,20000.0,EDUCATION,14.61,4.0,576,No,0
414,21.0,68120.0,0,RENT,20000.0,VENTURE,17.39,3.0,664,No,0
415,24.0,75484.0,2,RENT,20000.0,HOMEIMPROVEMENT,11.12,2.0,562,No,0
416,25.0,75802.0,2,RENT,20000.0,VENTURE,11.48,2.0,637,No,0
417,25.0,76733.0,2,RENT,20000.0,MEDICAL,12.42,3.0,656,No,0
418,26.0,70484.0,4,RENT,20000.0,DEBTCONSOLIDATION,10.25,2.0,590,No,0
419,23.0,78886.0,1,RENT,20000.0,MEDICAL,10.65,3.0,653,No,0
420,23.0,79348.0,0,RENT,20000.0,MEDICAL,10.37,2.0,703,No,703
421,23.0,78597.0,1,RENT,20000.0,VENTURE,11.49,3.0,596,No,0
422,26.0,71856.0,6,RENT,20000.0,PERSONAL,11.01,4.0,610,No,0
423,23.0,72259.0,2,RENT,20000.0,EDUCATION,12.29,4.0,650,No,0
424,21.0,25869.0,0,MORTGAGE,3500.0,DEBTCONSOLIDATION,17.27,2.0,579,No,0
425,26.0,79098.0,2,RENT,20000.0,DEBTCONSOLIDATION,11.99,2.0,534,No,0
426,25.0,71754.0,4,RENT,20000.0,PERSONAL,14.84,2.0,540,No,0
427,23.0,71688.0,0,RENT,20000.0,DEBTCONSOLIDATION,10.83,2.0,584,No,0
428,23.0,79539.0,5,RENT,20000.0,DEBTCONSOLIDATION,13.22,2.0,584,No,0
429,24.0,75890.0,2,RENT,20000.0,DEBTCONSOLIDATION,14.84,4.0,595,No,0
430,25.0,77982.0,6,RENT,20000.0,HOMEIMPROVEMENT,11.01,4.0,699,No,0
431,23.0,67625.0,0,RENT,20000.0,MEDICAL,15.2,4.0,620,No,0
432,23.0,80180.0,0,RENT,20000.0,VENTURE,14.11,3.0,666,No,0
433,22.0,80179.0,0,RENT,20000.0,DEBTCONSOLIDATION,14.42,2.0,655,No,0
434,22.0,26137.0,0,MORTGAGE,1625.0,DEBTCONSOLIDATION,16.89,3.0,596,No,0
435,21.0,26112.0,0,MORTGAGE,4500.0,HOMEIMPROVEMENT,11.01,2.0,608,No,0
436,22.0,83759.0,1,RENT,20000.0,DEBTCONSOLIDATION,10.99,4.0,660,No,0
437,24.0,83573.0,1,RENT,20000.0,HOMEIMPROVEMENT,14.82,4.0,693,No,0
438,23.0,72279.0,2,RENT,20000.0,MEDICAL,16.0,3.0,688,No,0
439,26.0,85207.0,2,RENT,20000.0,DEBTCONSOLIDATION,13.16,3.0,662,No,0
440,24.0,85232.0,5,RENT,20000.0,VENTURE,14.88,4.0,652,No,0
441,26.0,86320.0,2,RENT,20000.0,HOMEIMPROVEMENT,13.36,2.0,655,No,0
442,23.0,74473.0,0,RENT,20000.0,MEDICAL,11.14,2.0,460,No,0
443,24.0,87447.0,6,RENT,20000.0,DEBTCONSOLIDATION,11.01,4.0,632,No,0
444,22.0,76808.0,0,RENT,20000.0,MEDICAL,14.91,4.0,611,No,0
445,26.0,76420.0,2,RENT,20000.0,MEDICAL,13.85,3.0,656,No,0
446,25.0,89914.0,7,RENT,20000.0,PERSONAL,15.95,4.0,477,No,0
447,24.0,26747.0,1,MORTGAGE,2000.0,DEBTCONSOLIDATION,14.84,2.0,704,No,704
448,23.0,92036.0,2,RENT,20000.0,HOMEIMPROVEMENT,15.05,4.0,648,No,0
449,22.0,93070.0,0,RENT,20000.0,EDUCATION,13.79,4.0,662,No,0
450,24.0,95807.0,5,RENT,20000.0,HOMEIMPROVEMENT,14.11,2.0,678,No,0
451,26.0,88672.0,2,RENT,20000.0,PERSONAL,12.53,2.0,571,No,0
452,23.0,94566.0,1,RENT,20000.0,HOMEIMPROVEMENT,18.25,2.0,611,No,0
453,25.0,27570.0,0,MORTGAGE,5875.0,EDUCATION,6.62,2.0,680,No,0
454,23.0,27666.0,0,MORTGAGE,1550.0,DEBTCONSOLIDATION,7.49,2.0,658,No,0
455,23.0,100420.0,4,RENT,20000.0,DEBTCONSOLIDATION,11.01,2.0,571,No,0
456,22.0,103798.0,0,RENT,20000.0,VENTURE,15.65,4.0,645,No,0
457,25.0,106741.0,1,RENT,20000.0,HOMEIMPROVEMENT,16.35,3.0,650,No,0
458,22.0,90648.0,0,RENT,20000.0,MEDICAL,14.96,4.0,653,No,0
459,23.0,90887.0,2,RENT,20000.0,MEDICAL,17.04,2.0,685,No,0
460,23.0,112700.0,0,RENT,20000.0,PERSONAL,13.22,3.0,559,No,0
461,23.0,114961.0,1,RENT,20000.0,DEBTCONSOLIDATION,14.59,2.0,654,No,0
462,25.0,117215.0,2,RENT,20000.0,PERSONAL,11.01,3.0,672,No,0
463,22.0,28518.0,0,MORTGAGE,7125.0,HOMEIMPROVEMENT,11.71,3.0,564,No,0
464,23.0,28149.0,0,MORTGAGE,3000.0,PERSONAL,8.9,2.0,626,No,0
465,25.0,103168.0,1,RENT,20000.0,MEDICAL,17.39,2.0,662,No,0
466,22.0,28527.0,2,MORTGAGE,8300.0,PERSONAL,12.61,2.0,690,No,0
467,24.0,166817.0,2,RENT,20000.0,VENTURE,15.99,3.0,681,No,0
468,23.0,28492.0,2,MORTGAGE,3600.0,HOMEIMPROVEMENT,17.27,3.0,502,No,0
469,26.0,178602.0,6,RENT,20000.0,DEBTCONSOLIDATION,17.99,3.0,604,No,0
470,25.0,70930.0,0,RENT,19900.0,MEDICAL,11.83,4.0,578,No,0
471,25.0,28644.0,4,MORTGAGE,10000.0,PERSONAL,11.01,2.0,570,No,0
472,23.0,13059.0,0,RENT,1000.0,PERSONAL,10.37,2.0,541,No,0
473,22.0,13021.0,1,RENT,1000.0,HOMEIMPROVEMENT,14.74,4.0,610,No,0
474,21.0,13197.0,1,RENT,1000.0,HOMEIMPROVEMENT,13.43,4.0,722,No,722
475,23.0,13817.0,1,RENT,1000.0,MEDICAL,10.25,2.0,667,No,0
476,22.0,15102.0,1,RENT,1000.0,PERSONAL,13.57,3.0,559,No,0
477,22.0,16077.0,3,RENT,1000.0,PERSONAL,14.96,3.0,642,No,0
478,24.0,17683.0,0,RENT,1000.0,DEBTCONSOLIDATION,10.0,4.0,562,No,0
479,21.0,18221.0,0,RENT,1000.0,VENTURE,16.29,4.0,559,No,0
480,22.0,18290.0,2,RENT,1000.0,VENTURE,16.69,3.0,623,No,0
481,22.0,18923.0,0,RENT,1000.0,MEDICAL,14.3,3.0,599,No,0
482,21.0,20259.0,0,RENT,1000.0,VENTURE,15.65,3.0,604,No,0
483,23.0,48233.0,2,RENT,19000.0,EDUCATION,10.62,2.0,606,No,0
484,22.0,48844.0,0,RENT,19000.0,VENTURE,12.18,3.0,562,No,0
485,25.0,57272.0,1,RENT,19000.0,MEDICAL,11.99,2.0,648,No,0
486,25.0,61342.0,1,RENT,19000.0,HOMEIMPROVEMENT,10.99,4.0,645,No,0
487,25.0,63600.0,0,RENT,19000.0,MEDICAL,11.01,4.0,610,No,0
488,26.0,57891.0,2,RENT,19000.0,PERSONAL,16.7,4.0,649,No,0
489,25.0,65799.0,2,RENT,19000.0,DEBTCONSOLIDATION,11.01,4.0,640,No,0
490,22.0,66071.0,0,RENT,19000.0,VENTURE,11.01,4.0,664,No,0
491,23.0,66303.0,3,RENT,19000.0,PERSONAL,11.14,2.0,611,No,0
492,26.0,75656.0,7,RENT,19000.0,MEDICAL,7.49,2.0,621,No,0
493,25.0,29498.0,6,MORTGAGE,6000.0,MEDICAL,14.59,2.0,664,No,0
494,26.0,61142.0,1,RENT,18950.0,PERSONAL,11.01,3.0,632,No,0
495,26.0,67267.0,2,RENT,18800.0,DEBTCONSOLIDATION,6.99,2.0,505,No,0
496,22.0,44761.0,0,RENT,18725.0,VENTURE,6.54,3.0,667,No,0
497,22.0,52878.0,0,RENT,18550.0,DEBTCONSOLIDATION,11.83,4.0,694,No,0
498,24.0,42042.0,0,RENT,18500.0,MEDICAL,10.71,2.0,640,No,0
499,21.0,44065.0,0,RENT,18500.0,EDUCATION,10.91,3.0,690,No,0
500,22.0,46436.0,0,RENT,18500.0,MEDICAL,7.66,4.0,673,No,0
501,25.0,67957.0,6,RENT,18500.0,DEBTCONSOLIDATION,13.61,3.0,619,No,0
502,24.0,88481.0,1,RENT,18500.0,HOMEIMPROVEMENT,7.9,2.0,605,No,0
503,24.0,94624.0,1,RENT,18500.0,VENTURE,15.33,2.0,692,No,0
504,22.0,59476.0,3,RENT,18400.0,PERSONAL,13.16,2.0,653,No,0
505,22.0,61014.0,0,RENT,18400.0,DEBTCONSOLIDATION,9.99,2.0,649,No,0
506,22.0,29823.0,0,MORTGAGE,5000.0,VENTURE,14.65,4.0,655,No,0
507,22.0,42149.0,1,RENT,18250.0,VENTURE,10.25,3.0,571,No,0
508,24.0,42910.0,1,RENT,18250.0,PERSONAL,11.49,4.0,631,No,0
509,25.0,42253.0,3,RENT,18250.0,VENTURE,17.04,3.0,587,No,0
510,23.0,52308.0,0,RENT,18250.0,MEDICAL,10.25,3.0,657,No,0
511,22.0,45672.0,0,RENT,18250.0,PERSONAL,14.61,2.0,561,No,0
512,24.0,56134.0,0,RENT,18250.0,VENTURE,13.35,4.0,684,No,0
513,23.0,56040.0,0,RENT,18250.0,PERSONAL,10.75,2.0,590,No,0
514,25.0,56207.0,0,RENT,18250.0,DEBTCONSOLIDATION,14.26,3.0,610,No,0
515,25.0,67109.0,1,RENT,18250.0,VENTURE,17.56,2.0,594,No,0
516,25.0,59820.0,1,RENT,18250.0,VENTURE,14.83,3.0,609,No,0
517,22.0,60829.0,1,RENT,18250.0,DEBTCONSOLIDATION,16.7,3.0,633,No,0
518,23.0,60902.0,0,RENT,18225.0,VENTURE,10.74,2.0,685,No,0
519,26.0,53842.0,3,RENT,18225.0,HOMEIMPROVEMENT,14.91,4.0,663,No,0
520,24.0,43839.0,1,RENT,18200.0,VENTURE,8.88,4.0,562,No,0
521,25.0,44695.0,3,RENT,18200.0,PERSONAL,9.91,4.0,647,No,0
522,22.0,44500.0,0,RENT,18200.0,DEBTCONSOLIDATION,11.71,3.0,601,No,0
523,24.0,66842.0,3,RENT,18200.0,EDUCATION,10.99,2.0,639,No,0
524,23.0,33227.0,0,RENT,18000.0,VENTURE,11.54,4.0,679,No,0
525,23.0,41153.0,3,RENT,18000.0,VENTURE,9.91,4.0,662,No,0
526,21.0,44105.0,0,RENT,18000.0,PERSONAL,9.88,3.0,654,No,0
527,21.0,38061.0,1,RENT,18000.0,EDUCATION,13.48,4.0,693,No,0
528,23.0,48706.0,0,RENT,18000.0,EDUCATION,9.25,4.0,662,No,0
529,25.0,48986.0,3,RENT,18000.0,MEDICAL,13.11,3.0,675,No,0
530,25.0,51103.0,4,RENT,18000.0,VENTURE,6.17,2.0,642,No,0
531,24.0,52304.0,0,RENT,18000.0,DEBTCONSOLIDATION,11.03,2.0,487,No,0
532,24.0,52468.0,4,RENT,18000.0,MEDICAL,7.9,2.0,608,No,0
533,22.0,53665.0,0,RENT,18000.0,EDUCATION,13.57,4.0,664,No,0
534,24.0,53603.0,0,RENT,18000.0,VENTURE,12.18,2.0,660,No,0
535,25.0,47902.0,2,RENT,18000.0,MEDICAL,17.19,3.0,654,No,0
536,22.0,57121.0,0,RENT,18000.0,MEDICAL,15.23,2.0,672,No,0
537,22.0,58364.0,0,RENT,18000.0,EDUCATION,11.01,2.0,591,No,0
538,24.0,51764.0,0,RENT,18000.0,HOMEIMPROVEMENT,14.46,3.0,618,No,0
539,24.0,53028.0,2,RENT,18000.0,DEBTCONSOLIDATION,16.63,2.0,709,No,709
540,24.0,61117.0,0,RENT,18000.0,MEDICAL,12.42,4.0,674,No,0
541,24.0,61070.0,1,RENT,18000.0,VENTURE,7.9,4.0,628,No,0
542,23.0,29966.0,1,MORTGAGE,5000.0,MEDICAL,15.99,2.0,673,No,0
543,26.0,60841.0,7,RENT,18000.0,EDUCATION,13.11,3.0,651,No,0
544,22.0,60669.0,0,RENT,18000.0,VENTURE,13.79,2.0,618,No,0
545,22.0,63084.0,0,RENT,18000.0,EDUCATION,11.01,4.0,641,No,0
546,25.0,63657.0,4,RENT,18000.0,VENTURE,12.98,4.0,572,No,0
547,22.0,63459.0,2,RENT,18000.0,VENTURE,13.85,4.0,683,No,0
548,25.0,63913.0,3,RENT,18000.0,VENTURE,12.21,2.0,647,No,0
549,22.0,57005.0,0,RENT,18000.0,DEBTCONSOLIDATION,10.71,3.0,554,No,0
550,24.0,58556.0,0,RENT,18000.0,PERSONAL,6.54,2.0,634,No,0
551,25.0,67108.0,3,RENT,18000.0,EDUCATION,12.84,2.0,594,No,0
552,25.0,67409.0,4,RENT,18000.0,HOMEIMPROVEMENT,10.99,4.0,646,No,0
553,23.0,30059.0,0,MORTGAGE,1375.0,MEDICAL,11.11,4.0,506,No,0
554,24.0,68258.0,2,RENT,18000.0,EDUCATION,13.48,3.0,671,No,0
555,21.0,60821.0,0,RENT,18000.0,EDUCATION,14.74,2.0,530,No,0
556,25.0,70432.0,6,RENT,18000.0,VENTURE,11.01,4.0,609,No,0
557,21.0,63842.0,0,RENT,18000.0,MEDICAL,19.69,2.0,678,No,0
558,26.0,64459.0,4,RENT,18000.0,VENTURE,17.19,3.0,661,No,0
559,26.0,29960.0,5,MORTGAGE,5000.0,MEDICAL,7.66,3.0,664,No,0
560,24.0,71798.0,1,RENT,18000.0,HOMEIMPROVEMENT,14.96,4.0,603,No,0
561,26.0,71618.0,1,RENT,18000.0,VENTURE,16.0,4.0,675,No,0
562,26.0,73027.0,5,RENT,18000.0,HOMEIMPROVEMENT,16.29,2.0,662,No,0
563,25.0,66195.0,2,RENT,18000.0,MEDICAL,16.0,2.0,668,No,0
564,25.0,78750.0,5,RENT,18000.0,PERSONAL,15.33,4.0,718,No,718
565,24.0,80615.0,4,RENT,18000.0,PERSONAL,14.54,4.0,584,No,0
566,25.0,29110.0,2,MORTGAGE,3500.0,PERSONAL,15.58,2.0,532,No,0
567,23.0,29589.0,2,MORTGAGE,2800.0,DEBTCONSOLIDATION,16.07,3.0,613,No,0
568,23.0,93092.0,0,RENT,18000.0,DEBTCONSOLIDATION,10.65,4.0,540,No,0
569,23.0,106067.0,1,RENT,18000.0,MEDICAL,7.51,3.0,677,No,0
570,23.0,75751.0,0,RENT,17800.0,MEDICAL,16.35,3.0,706,No,706
571,22.0,58463.0,2,RENT,17750.0,DEBTCONSOLIDATION,13.49,4.0,631,No,0
572,23.0,54940.0,0,RENT,17625.0,DEBTCONSOLIDATION,8.9,4.0,632,No,0
573,24.0,87591.0,2,RENT,17600.0,MEDICAL,17.19,4.0,575,No,0
574,25.0,39779.0,4,RENT,17500.0,HOMEIMPROVEMENT,15.95,3.0,594,No,0
575,23.0,44173.0,0,RENT,17500.0,VENTURE,14.22,4.0,590,No,0
576,21.0,45829.0,0,RENT,17500.0,MEDICAL,12.53,2.0,576,No,0
577,24.0,49727.0,5,RENT,17500.0,MEDICAL,10.62,4.0,546,No,0
578,25.0,53946.0,7,RENT,17500.0,EDUCATION,12.53,4.0,601,No,0
579,23.0,57933.0,2,RENT,17500.0,MEDICAL,13.61,4.0,603,No,0
580,22.0,59775.0,0,RENT,17500.0,MEDICAL,13.85,2.0,572,No,0
581,23.0,59911.0,3,RENT,17500.0,DEBTCONSOLIDATION,13.85,4.0,530,No,0
582,23.0,64829.0,0,RENT,17500.0,VENTURE,6.54,2.0,606,No,0
583,24.0,67010.0,2,RENT,17500.0,EDUCATION,17.19,3.0,652,No,0
584,22.0,30807.0,1,MORTGAGE,5500.0,MEDICAL,13.16,2.0,648,No,0
585,23.0,49136.0,3,RENT,17475.0,EDUCATION,9.91,2.0,618,No,0
586,21.0,55627.0,0,RENT,17475.0,DEBTCONSOLIDATION,9.91,2.0,628,No,0
587,23.0,42839.0,0,RENT,17000.0,EDUCATION,10.37,2.0,658,No,0
588,26.0,36434.0,7,RENT,17000.0,HOMEIMPROVEMENT,12.99,2.0,724,No,724
589,22.0,49087.0,2,RENT,17000.0,DEBTCONSOLIDATION,10.65,4.0,669,No,0
590,22.0,50833.0,0,RENT,17000.0,MEDICAL,12.87,3.0,632,No,0
591,22.0,51715.0,2,RENT,17000.0,DEBTCONSOLIDATION,7.66,4.0,666,No,0
592,24.0,52999.0,4,RENT,17000.0,MEDICAL,13.47,3.0,642,No,0
593,24.0,55854.0,0,RENT,17000.0,DEBTCONSOLIDATION,10.38,2.0,578,No,0
594,23.0,57593.0,2,RENT,17000.0,DEBTCONSOLIDATION,9.99,4.0,592,No,0
595,25.0,61097.0,2,RENT,17000.0,EDUCATION,16.82,3.0,623,No,0
596,24.0,60984.0,2,RENT,17000.0,PERSONAL,13.79,3.0,653,No,0
597,23.0,62182.0,0,RENT,17000.0,PERSONAL,8.49,4.0,625,No,0
598,24.0,54942.0,3,RENT,17000.0,EDUCATION,14.96,2.0,700,No,0
599,25.0,63261.0,3,RENT,17000.0,MEDICAL,12.98,2.0,610,No,0
600,23.0,63351.0,1,RENT,17000.0,DEBTCONSOLIDATION,11.58,4.0,686,No,0
601,24.0,64211.0,0,RENT,17000.0,HOMEIMPROVEMENT,11.01,3.0,649,No,0
602,23.0,66950.0,1,RENT,17000.0,MEDICAL,9.88,4.0,619,No,0
603,23.0,64556.0,3,RENT,17000.0,PERSONAL,10.25,4.0,577,No,0
604,26.0,80871.0,3,RENT,17000.0,MEDICAL,16.77,3.0,541,No,0
605,21.0,59902.0,0,RENT,16950.0,PERSONAL,18.25,4.0,625,No,0
606,22.0,42672.0,0,RENT,16800.0,PERSONAL,10.99,4.0,660,No,0
607,22.0,61297.0,2,RENT,16800.0,MEDICAL,12.53,3.0,577,No,0
608,24.0,67065.0,2,RENT,16800.0,MEDICAL,11.01,4.0,661,No,0
609,26.0,65653.0,3,RENT,16800.0,MEDICAL,12.67,3.0,580,No,0
